,timeOnPage,maxDepth,scrollState,brightnessWeight,showHilbert,algorithm,selectedArtwork,loadStatus,showHilbertDetails,timeSect0,timeSect1,timeSect2,timeSect3,timeSect4,timeSect5,timeSect6,mobile,x,y
1848,8607,950.0,3,0,0,0,0.0,2,0,768,391,0,0,0,0,0,0,2.5972214,-2.001653
1849,991701,14190.0,21,121,2,12,106.0,2,1,2411,25518,25251,914,315431,146437,464655,0,5.8046975,5.388786
1850,339407,7223.0,6,16,0,3,25.0,2,0,11585,23300,12586,6517,18795,18025,0,0,2.247532,0.06299225
1851,78328,10594.0,13,58,0,6,0.5,2,0,1188,4896,5365,2735,8033,50815,2233,0,9.620154,6.1248374
1852,169362,7968.0,8,26,2,4,0.0,2,1,884,3822,33445,63080,20973,40148,49,0,9.80426,0.66548043
1853,13417108,10584.0,23,71,2,1,91.5,2,1,38557,35972,63861,127497,13114361,4251,10881,0,13.415547,2.1972306
1854,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,16.386477,16.468138
1855,1186221,8232.0,60,26,0,1,910.0,1,0,199119,206567,257524,137882,356524,21280,2088,0,10.3175745,0.7112436
1856,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,12.188523,0.51387954
1857,604196,3070.0,4,0,0,0,101.5,0,0,568160,3335,26667,0,0,0,0,0,2.8868835,-8.956757
1858,4354608,7562.0,6,39,2,1,18.0,2,1,215,50560,71255,4074378,103487,50507,0,0,12.826053,-1.6797291
1859,23653,8329.0,6,0,0,1,0.0,2,0,2352,2886,3194,6174,1150,667,451,0,6.3322225,-0.23814404
1860,41105,6905.0,8,0,0,1,1.0,2,0,717,2515,22258,3987,1886,584,0,0,8.8454275,-1.6804736
1861,76003,10788.5,10,0,0,1,13.0,1,0,16529,29844,10530,3251,3713,4975,3311,0,6.6366796,-3.1970835
1862,32854,11237.599609375,10,0,0,1,0.0,1,0,1315,3569,4089,3136,1947,6544,3383,0,5.6573553,1.4750137
1863,67162,10200.0,5,20,0,1,13.0,1,0,1960,3532,11232,6317,14201,13323,9559,0,8.481187,2.6937094
1864,4315597,10576.0,8,0,0,1,9.0,2,0,3726988,2668,266,1067,567,1550,1266,0,3.0737758,-8.186346
1865,170808,12818.0,6,67,2,3,2.0,2,1,950,4450,5552,3082,2867,36270,112377,0,4.5370045,6.329974
1866,111872,9719.0,13,34,0,1,0.0,2,0,81710,2942,6621,3284,7386,2719,3320,0,2.863157,-6.657394
1867,56123,9441.0,11,0,0,1,0.0,2,0,15458,11303,4850,6894,2300,6783,6682,0,5.5885744,-1.6911592
1868,1092298,2600.0,5,0,0,0,13.0,2,0,1374,1074412,1300,0,0,0,0,0,10.31096,-6.6394515
1869,84135,7800.0,6,0,0,4,0.0,2,0,1197,16268,6864,6015,1965,44063,0,0,8.93791,5.2201033
1870,197188,9200.0,11,0,0,3,5.0,2,0,621,5074,4873,40029,4970,49825,10682,0,8.637609,2.7228086
1871,1035292,12809.0,8,236,2,6,6.0,2,2,2619,18718,42198,52317,11734,286495,205923,0,6.903157,4.638406
1872,2184,10837.0,5,0,0,0,0.0,0,0,0,0,0,0,0,0,836,0,4.04765,-11.506295
1873,8854,12994.0,11,0,0,1,0.0,2,0,160,458,476,357,96,234,3449,0,2.128013,2.4698942
1874,86606,1462.0,2,0,0,0,0.0,2,0,183,1072,0,0,0,0,0,0,0.5217116,-0.9161716
1875,404426,9165.0,10,0,0,5,0.0,0,0,687,6898,12205,15596,9285,21917,7523,0,1.523706,0.25854462
1876,123861,9257.0,7,0,0,1,2.0,0,0,2381,152,114,98,239,500,1638,0,1.9958638,-1.1447169
1877,1010845,8373.0,6,173,2,3,319.0,2,1,94033,227743,172664,127987,133243,40403,87695,0,8.556835,0.4241561
1878,6831,607.0,2,0,0,0,0.0,2,0,1832,0,0,0,0,0,0,0,2.8452976,-3.40512
1879,94594,6353.0,6,0,0,1,0.0,2,0,9472,18524,20806,9164,16246,516,0,0,9.08155,-0.13250108
1880,4119195,12610.0,30,93,2,9,185.0,2,1,1196024,103065,179914,105772,117982,129950,2258129,0,3.828195,5.116729
1881,13613,12290.0,11,0,0,1,0.0,2,0,1191,87,265,136,188,158,6830,0,2.5703194,3.0803673
1882,312025,11374.0,21,57,0,6,1.0,2,0,48283,4159,4913,12170,1901,41421,194730,0,3.8126616,5.956995
1883,12141,5963.0,7,0,0,0,0.0,2,0,126,842,2635,401,668,0,0,0,5.1570153,0.11560949
1884,527790,17515.0,11,22,2,6,16.0,2,1,305,13767,1597,5666,1232,2235,489573,0,1.7637078,6.3378434
1885,151103,14960.0,11,32,0,6,1.0,2,0,367,3676,1688,2545,2200,1933,131352,0,2.1332994,6.015137
1886,17826,4106.0,7,0,0,0,0.0,2,0,1299,4532,2167,1666,0,0,0,0,6.0901437,-1.5441357
1887,18151,7392.0,9,0,0,0,0.0,2,0,5429,1829,2490,1121,1687,1632,0,0,5.0934176,-1.4085007
1888,54418,7139.0,8,0,0,4,10.0,2,0,6714,5700,11668,1500,1533,18221,0,0,8.48808,3.5845015
1889,197215,7308.0,6,72,0,1,0.0,2,0,64184,11584,50166,14835,41644,2733,0,0,8.066681,0.1784963
1890,731139,10045.0,14,134,2,8,19.0,1,1,41871,59472,128743,70400,308188,112208,3489,0,11.158603,2.1182435
1891,52854,11554.0,11,0,0,3,0.0,2,0,1820,6849,7609,5416,5918,10437,7917,0,6.2036533,2.1584623
1892,72830,11430.0,16,0,0,1,1.0,2,0,24465,5418,5135,5225,5252,8130,11680,0,4.318581,-2.748723
1893,183386,10167.0,5,26,0,6,7.0,1,0,12273,32420,44252,7837,27544,46811,3740,0,8.771837,1.83656
1894,213112,8400.0,6,49,2,3,28.0,2,2,3418,21300,31847,32649,2100,106978,634,0,9.426813,4.9735875
1895,228493,11253.0,2,0,0,1,0.0,0,0,0,0,0,0,0,0,1356,0,1.5466477,-0.88184416
1896,298233,8551.0,6,57,2,9,38.0,2,1,229,29120,45083,36801,36860,82188,64399,0,7.5886073,3.998404
1897,123603,11048.7998046875,5,0,0,5,53.0,1,0,1273,2191,1850,2499,2081,101042,7731,0,9.826514,7.095258
1898,442301,10145.0,11,192,0,8,25.0,2,0,1816,9013,22044,13395,49851,66746,12579,0,2.8909347,0.73471373
1899,580952,9563.0,6,0,2,1,63.0,2,1,1318,5065,515793,6166,7017,11716,29800,0,11.018426,-3.2485023
1900,23757,4666.0,8,0,0,0,0.0,1,0,73,4474,11395,3719,0,0,0,0,8.601802,-1.8420345
1901,233416,10949.1201171875,8,45,2,6,149.0,2,1,1399,8800,14567,13796,28838,149566,9865,0,9.972463,5.942644
1902,59518,6758.66650390625,6,0,0,3,20.0,2,0,3777,11829,25413,3902,7142,3172,0,0,8.695503,-1.4773613
1903,127861,967.111083984375,4,0,0,0,0.0,2,0,2484,1313,0,0,0,0,0,0,0.2910002,-1.3413081
1904,15891,10169.0,11,0,0,1,0.0,2,0,807,2068,837,0,56,1140,7614,0,3.1875238,3.1780944
1905,117502,10822.0,9,26,0,1,0.0,0,0,7042,9767,18034,20107,33263,11677,13645,0,9.728013,1.9588195
1906,530530,8665.0,6,0,0,5,23.0,2,0,6933,17741,22676,5896,8001,71249,10916,0,2.5776796,0.72317255
1907,23758,7594.0,6,0,0,1,0.0,2,0,2639,3579,4617,1864,2409,2671,0,0,6.057052,0.32998478
1908,147538,11519.0,10,30,2,1,153.0,1,1,92,11443,45283,6877,18017,10730,48359,0,6.1967397,2.9574249
1909,8326,7269.0,6,0,0,1,0.0,2,0,201,400,630,438,408,1170,0,0,3.1962721,1.6852722
1910,172090,9900.0,5,0,2,3,72.0,1,2,21704,45459,36845,13896,17058,11504,8320,0,7.9647045,-0.3636386
1911,41950,3500.0,5,0,0,0,4.0,2,0,1015,2232,3668,0,0,0,0,0,2.8089786,-0.89747
1912,20497,11153.0,11,0,0,1,0.0,2,0,133,1198,2219,433,1115,1052,3133,0,4.0183253,1.634016
1913,29402,11667.0,12,0,0,1,0.0,2,0,3324,3935,1983,2200,2384,3001,3865,0,4.8560433,1.2547214
1914,24795,8314.0,11,0,0,4,0.0,2,0,0,2343,3185,2202,3887,3668,4656,0,5.492758,1.9623203
1915,38298,13506.0,11,0,0,1,19.0,2,0,64,335,1836,3060,1758,14532,12594,0,6.627221,4.626831
1916,287472,9978.0,10,183,0,6,44.0,1,0,16895,58617,42124,11885,39566,99840,13859,0,8.94314,3.4341273
1917,175660,6634.39990234375,6,54,0,1,21.0,2,0,20483,34527,54969,7087,37321,348,0,0,9.345172,-0.017739423
1918,18194,6773.0,5,0,0,1,0.0,1,0,233,5434,4883,668,1917,316,0,0,6.1315117,-0.8968193
1919,7395,912.0,1,0,0,0,0.0,1,0,0,840,0,0,0,0,0,0,3.4359941,-1.638395
1920,105856,4513.0,4,0,0,0,37.0,2,0,18477,28877,26446,4345,0,0,0,0,7.408053,-2.6665761
1921,305189,12305.0,21,60,0,1,37.0,2,0,1716,24827,108404,127544,7475,13216,14521,0,10.134618,-1.0706419
1922,68132,4272.0,4,0,0,0,16.0,2,0,1331,26129,34829,980,0,0,0,0,8.844624,-2.8535376
1923,360287,12185.0,11,190,2,6,10.0,2,1,116,1300,2847,2375,96375,98168,142797,0,6.0781713,5.5210643
1924,91780,10954.0,10,0,0,3,3.0,1,0,4634,7550,12104,6926,6165,8578,41279,0,4.779568,4.7549524
1925,893479,8086.0,16,72,2,4,20.0,2,1,45633,150885,183934,139785,185303,148442,18327,0,9.529498,1.2445624
1926,103018,7773.0,6,56,0,6,11.0,2,0,4550,3049,16684,6216,19666,23165,0,0,9.517674,2.353843
1927,233068,11668.0,10,31,0,13,13.0,2,0,6607,11417,11459,3235,1989,17013,39408,0,2.1522305,1.2044336
1928,42651,7567.2724609375,5,22,0,3,0.0,1,0,1427,5589,8982,3068,2650,15581,0,0,8.586334,4.243568
1929,190717,11626.36328125,16,0,0,1,10.0,1,0,15623,29085,6355,21702,45964,50997,16249,0,9.820167,2.8901079
1930,101737,1440.0,3,0,0,0,0.0,2,0,5230,4414,0,0,0,0,0,0,1.4066417,-1.6749717
1931,224857,10602.0,26,23,0,8,28.0,1,0,14323,19118,37637,15402,72185,55163,6607,0,10.49941,2.6978796
1932,1969089,5112.0,8,0,0,0,4.0,2,0,1939678,4395,8070,6644,240,0,0,0,2.3153532,-9.573246
1933,443580,12816.0,13,102,2,11,68.0,2,1,17706,51115,26900,27534,15109,102694,173472,0,5.983787,5.211541
1934,6245571,2600.0,7,0,0,0,0.0,2,0,3025071,5593,991,0,0,0,0,0,2.923444,-4.8811812
1935,3124120,2446.0,3,0,0,0,0.0,2,0,30677,2727,63,0,0,0,0,0,-0.43163708,-0.8562123
1936,1094621,4091.0,6,0,0,0,0.0,2,0,14150,9250,5501,1259,0,0,0,0,-0.023343943,-1.052761
1937,99682,7484.0,6,0,0,4,0.0,2,0,13079,4055,51004,4635,2324,12539,0,0,9.3930645,-1.8161274
1938,17319,6016.0,4,0,0,0,0.0,1,0,784,5110,3829,4185,518,0,0,0,6.4100814,-0.7869546
1939,140344,7255.0,6,52,0,9,18.0,2,0,3530,30553,15577,4403,21189,40572,0,0,8.823297,2.6446881
1940,37311,7238.0,4,26,0,1,0.0,1,0,680,6984,8791,2871,11981,959,0,0,10.12161,0.9644334
1941,707900,12592.0,11,0,0,1,3.0,2,0,27177,24297,30012,9826,16778,19525,39666,0,1.534202,0.26690048
1942,8115,2160.0,2,0,0,0,5.0,2,0,1233,2600,67,0,0,0,0,0,5.6190925,-2.9474654
1943,872443,11931.0,10,6,0,10,26.0,2,0,40977,34020,228969,3752,7087,113929,3138,0,7.5352097,0.33100283
1944,95849,7300.0,6,0,0,4,7.0,2,0,16329,13863,16141,23110,6114,14522,0,0,8.843859,0.72902507
1945,11928,11136.0,12,0,0,0,0.5,0,0,1162,1099,808,894,740,1548,5551,0,2.6904635,2.8832965
1946,64299,7105.0,8,25,0,4,0.0,2,0,13535,4805,4516,5019,11977,11583,0,0,7.8267784,1.4904228
1947,53907,12087.0,10,19,0,7,12.0,1,0,467,15287,3482,2353,1233,7970,20521,0,5.0146303,3.490927
1948,162392,10011.0,6,0,0,5,1.0,2,0,1317,10665,8647,4404,4817,38164,25611,0,7.0656776,4.282945
1949,12970,6550.0,4,0,0,1,0.0,0,0,304,2425,3847,3969,2173,179,0,0,6.176395,-0.20134921
1950,67730667,6899.0,13,146,0,0,0.0,2,0,24004,38996,54645,560418,45558,67006816,0,0,10.149175,8.324924
1951,320095,7811.0,8,47,4,1,6.0,2,3,3680,16318,36063,9807,7003,39967,0,0,2.9264462,0.47691405
1952,14838,5032.0,7,0,0,0,0.0,2,0,200,2275,2523,1735,174,0,0,0,5.744138,-0.5100005
1953,73902,11776.0,11,75,0,4,0.0,1,0,3143,3801,4605,3268,15559,12540,24133,0,6.1589117,3.9089832
1954,377677,7754.66650390625,6,19,0,3,200.0,2,0,809,69400,50642,43998,78075,130717,0,0,9.753494,3.535427
1955,95012,7349.0,6,29,0,1,19.0,2,0,1573,14959,24995,30490,16569,912,0,0,10.258083,-0.35920128
1956,38242,6677.0,6,0,0,1,0.0,2,0,5155,3745,7554,9190,4659,610,0,0,7.9469132,-0.3884525
1957,275275,4300.0,8,0,0,0,60.0,2,0,14248,35102,61414,24547,0,0,0,0,5.238778,-0.95836884
1958,117753,12412.0,6,9,0,5,34.0,2,0,8851,13309,21489,8882,1702,45555,7382,0,8.684609,4.3119154
1959,487398,10239.0,6,23,2,4,13.0,2,1,7319,19773,17301,4369,34609,30957,362681,0,3.0985024,6.481952
1960,366183,11361.0,11,28,2,3,12.0,2,1,76196,28887,41677,38333,79515,65314,32668,0,8.584375,2.2473836
1961,627996,12426.0,11,23,2,3,103.0,2,1,8883,19610,34639,17799,32145,21539,98769,0,2.006402,1.1179111
1962,21789,12010.0,14,0,0,1,0.0,2,0,701,6404,1297,867,166,949,6670,0,4.0579805,2.1294842
1963,2314404,6957.0,8,0,0,1,3.0,2,0,2306707,1601,383,650,486,114,0,0,2.1055024,-9.9228325
1964,74230,6856.0,7,20,0,4,0.0,1,0,3055,32629,9701,2465,13217,9688,0,0,8.315838,0.018069245
1965,12390,1900.0,2,0,0,0,0.0,0,0,212,5209,0,0,0,0,0,0,7.127143,-4.062098
1966,162304,6753.0,10,0,2,1,6.0,2,1,3335,32777,15099,10659,13610,1700,0,0,4.051031,-1.2356559
1967,413897,7346.0,6,8,2,1,0.0,2,1,41253,24314,37157,57463,17285,11625,0,0,3.4897707,-0.46837807
1968,70267,11170.0,11,0,0,1,3.0,2,0,5697,3120,4350,5634,2284,2799,39169,0,3.7815983,5.1118026
1969,84936,7631.0,11,0,0,1,28.0,1,0,2723,25502,36141,5620,4086,1790,0,0,8.541739,-2.2868793
1970,80340,7319.0,6,0,0,3,0.0,2,0,11135,12436,16452,12220,8802,12123,0,0,8.377338,0.6560802
1971,64285,456.0,2,0,0,0,0.0,2,0,1335,0,0,0,0,0,0,0,0.22887932,-1.391975
1972,40863,11113.0,6,0,0,1,19.0,2,0,515,1368,1045,397,534,547,14104,0,4.2767334,3.2841783
1973,116405,10600.0,11,9,2,5,0.0,2,1,4823,3400,9845,11344,6790,8691,46430,0,4.869967,4.821346
1974,2535243,2929.0,6,0,0,0,21.0,1,0,101026,2419350,2468,0,0,0,0,0,9.821527,-6.5389547
1975,179140,5079.0,5,0,0,0,2.0,1,0,4339,13293,30851,126897,2083,0,0,0,11.778331,-1.3758364
1976,869434,10424.0,8,61,2,9,100.0,2,1,35014,58068,68855,112579,129967,208420,237632,0,6.988424,4.3114038
1977,15353,7540.0,6,0,0,1,0.0,2,0,765,1350,1318,434,524,349,0,0,4.597477,0.46338412
1978,226670,10857.0,10,48,2,5,86.0,0,2,7481,21399,25566,30227,37049,61743,39494,0,8.269694,3.6100957
1979,6782,329.0,0,0,0,0,0.0,0,0,1047,0,0,0,0,0,0,0,2.1992333,-2.6972046
1980,180860,10215.0,13,276,2,7,70.0,2,2,5602,8260,22863,7021,31893,80925,18867,0,9.447925,4.827625
1981,38271,11978.0,11,0,0,2,52.0,2,0,191,329,467,190,1525,14487,18568,0,5.7965164,5.202751
1982,8428,11329.0,11,0,0,1,0.0,2,0,91,464,103,401,0,0,4828,0,2.1293075,2.8616827
1983,1818873,7360.0,12,27,0,3,148.0,0,0,170908,22956,58942,28199,29837,1504604,0,0,10.097449,7.4078712
1984,69643,9288.0,10,0,0,1,0.0,0,0,1984,10450,4983,4883,3367,22733,17185,0,7.016717,4.384761
1985,81521,7903.2001953125,6,27,0,5,0.0,2,0,5086,6919,18344,9999,7652,25349,0,0,8.557308,2.603759
1986,115710,11587.0,11,50,2,1,0.0,2,1,1151,16762,24590,7572,794,33386,17508,0,7.270996,3.2541256
1987,229406,10383.0,15,138,0,4,44.0,2,0,33080,60350,40686,6289,23116,33015,8837,0,7.897007,0.40212244
1988,589371,10859.0,11,0,0,10,7.0,2,0,12453,28054,20138,12232,13195,74268,43336,0,2.2815726,0.8070717
1989,163039,7602.0,6,42,0,3,5.0,2,0,23842,21391,21984,4505,30834,52718,0,0,9.622553,3.2691853
1990,66317,12290.0,9,0,0,4,0.0,0,0,2232,5567,15693,5651,3230,7467,20959,0,5.449142,3.1141768
1991,528308,11238.0,5,99,2,9,25.0,0,2,46359,57542,56967,44802,9231,210551,98631,0,7.9869184,4.414908
1992,186199,9287.0,11,0,0,1,4.0,2,0,21115,23784,32283,42782,24133,32649,2350,0,9.084273,0.98025846
1993,194414,3798.0,6,0,0,0,0.0,2,0,66572,42455,56425,154,0,0,0,0,6.6412706,-3.243393
1994,422,4592.0,0,0,0,0,0.0,0,0,0,0,0,245,0,0,0,0,3.9020321,-12.02237
1995,5320,200.0,1,0,0,0,0.0,1,0,3373,0,0,0,0,0,0,0,2.7476685,-6.0125146
1996,170745,13030.0,9,12,2,5,28.0,2,1,6107,28846,26558,6207,684,57664,32260,0,7.3625994,3.883983
1997,341996,4989.0,4,0,0,0,1.0,2,0,47414,26819,40295,6133,0,0,0,0,3.0776432,-1.2260034
1998,778040,13155.0,7,20,0,3,2.0,1,0,233,642,900,11419,89629,109441,563810,0,3.5942645,6.4757543
1999,44279,8042.0,6,24,0,3,1.0,0,0,360,4375,2442,4114,2175,16106,13635,0,6.9443555,4.9292707
2000,15404,4985.60009765625,9,0,0,0,6.0,2,0,1889,3313,3398,1962,0,0,0,0,6.0105495,-1.0324036
2001,151829,7164.0,6,0,0,1,0.0,2,0,80,566,3225,2135,621,689,0,0,1.5376487,-0.76372504
2002,362,7812.0,4,0,0,0,0.0,0,0,0,0,0,0,0,341,0,0,3.8186748,-12.143971
2003,12319,7661.0,5,0,0,1,0.0,1,0,122,4543,1705,710,1188,746,0,0,4.595128,-0.13183169
2004,470375,9533.0,10,145,0,7,34.5,1,0,48559,32871,48872,46223,56273,150007,83040,0,7.991293,4.054716
2005,105072,11198.0,11,0,0,1,12.0,2,0,16328,16230,17679,6761,5865,8401,24117,0,5.943601,2.6345015
2006,1122975,6838.3330078125,5,13,0,1,0.0,2,0,0,0,522480,21543,18912,60,0,0,9.414398,-1.8663629
2007,27443,11368.0,6,0,0,1,2.0,2,0,167,5521,5229,2709,2337,2851,3653,0,5.184711,0.86391646
2008,35510,11266.0,10,9,0,1,1.0,1,0,1259,1284,7018,2685,7967,3800,3450,0,6.6230807,1.161485
2009,36028,6348.0,16,0,0,1,24.0,2,0,918,3857,7373,9405,6266,0,0,0,8.305691,-0.18994206
2010,188110,12835.0,10,3,2,9,67.0,2,1,2056,30954,21871,17703,8634,17154,79780,0,4.9538045,4.604114
2011,18849,14003.0,13,0,0,1,0.0,2,0,735,2208,468,350,68,532,7592,0,3.0787988,2.8854878
2012,52562,13609.0,8,0,0,10,0.5,2,0,84,1717,100,3822,1792,801,40402,0,2.7076697,5.145801
2013,577006,901.0,4,0,0,0,0.0,2,0,573176,927,0,0,0,0,0,0,2.1093156,-9.83716
2014,11642580,12469.0,15,196,2,5,123.0,2,2,39683,51914,11324826,29390,23916,71408,89332,0,11.1257305,-3.2750845
2015,182760,11514.0,8,0,4,13,0.0,2,3,1363,5004,17226,3276,8832,33618,106702,0,4.705215,6.143095
2016,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,12.250491,0.75464916
2017,3117964,11817.0,13,0,0,2,3.0,0,0,1008,148,152,3037124,3072,29660,45915,0,13.0054655,-1.739268
2018,12101577,9853.0,5,0,0,0,0.0,0,0,0,0,0,0,0,11988332,112083,0,10.214428,8.268496
2019,26471,7500.0,8,0,0,1,3.0,2,0,5067,7716,2980,824,1151,450,0,0,5.665969,-2.4797254
2020,32858,464.0,3,0,0,0,0.0,2,0,2080,0,0,0,0,0,0,0,1.1366252,-2.0816119
2021,6075,518.75,4,0,0,0,0.0,2,0,1891,0,0,0,0,0,0,0,3.0869415,-3.6476946
2022,46049,4996.0,8,0,0,0,9.0,2,0,12652,16323,8917,2957,0,0,0,0,6.722745,-3.1848834
2023,15627466,10818.0,10,0,0,5,0.0,1,0,0,0,0,1810,2154,15609485,3708,0,10.229559,8.322818
2024,211208,7903.0,5,65,0,3,0.0,1,0,12529,12567,20965,48116,38932,75114,0,0,9.593509,3.05795
2025,324199,11509.0,15,139,2,3,37.0,2,2,36000,11182,37638,19880,25584,29745,11037,0,2.9589412,-0.06509822
2026,142756,10401.0,5,0,0,0,0.0,0,0,0,0,0,0,0,0,142134,0,1.5513715,6.123836
2027,1510072,3349.0,5,0,0,0,18.0,2,0,646,3004,8840,0,0,0,0,0,-0.33068016,0.1614807
2028,124120,10487.0,11,91,0,3,0.0,2,0,250,5183,8634,15966,9183,15300,35400,0,5.852134,4.0445123
2029,255553,9809.0,11,13,0,3,12.0,2,0,7103,19877,37959,6572,39576,12706,25507,0,2.8991337,0.2724233
2030,788910,6727.0,6,0,0,1,3.0,2,0,794,2333,3232,3267,4034,67,0,0,0.120845966,-0.2147003
2031,17756166,11024.0,17,18,2,9,269.0,2,1,4829433,30851,44507,31362,21490,27000,12676861,0,3.2997947,5.7209263
2032,131205,11943.0,11,0,0,1,0.0,1,0,434,3819,6742,55561,27202,13529,20940,0,10.851658,-0.2819082
2033,143263,11307.0,9,0,0,1,11.0,2,0,7277,13526,4018,2702,2347,3734,10410,0,2.3475633,-0.258742
2034,174547,7501.0,6,39,0,4,37.0,2,0,6648,17884,20966,44268,49052,30885,0,0,10.303086,1.2929815
2035,37606,6122.0,5,0,0,0,0.0,2,0,943,1694,2169,2435,934,0,0,0,3.3714547,-0.6478646
2036,1066626,11740.0,11,12,2,5,38.0,2,1,155,49770,44535,41236,54075,62103,796492,0,3.0903716,6.5586357
2037,73626,7400.0,6,0,0,1,0.0,2,0,13955,7985,2609,4575,1264,1410,0,0,3.5292683,-2.534352
2038,112131,11343.0,11,118,0,5,14.0,2,0,6296,17523,23100,8537,23538,13553,6659,0,9.086886,0.9433395
2039,1184456,10853.0,6,94,2,5,184.0,2,2,38398,72213,54676,58150,201934,167186,585697,0,5.3051333,5.579473
2040,70039,7839.2001953125,7,68,2,6,25.0,1,1,1126,1538,2318,5577,34751,20152,0,0,11.292563,3.1996243
2041,1820637,8438.0,30,159,2,13,173.5,2,1,34905,17109,28090,21402,395996,532309,790798,0,5.989556,5.579713
2042,50701,10647.0,11,0,0,1,35.0,2,0,4500,6403,6288,6649,3283,4554,6630,0,5.7873235,1.3179874
2043,7247,183.0,1,0,0,0,0.0,2,0,767,0,0,0,0,0,0,0,1.7552794,-2.3174381
2044,167311,7309.0,5,6,2,1,0.0,1,1,10754,9945,29665,23181,40269,16396,0,0,10.024826,1.2628814
2045,61591,988.0,2,0,0,0,0.0,2,0,466,1005,0,0,0,0,0,0,0.39925286,-1.0571651
2046,105219,6581.0,6,0,0,1,0.0,2,0,13592,17651,29046,33905,4268,384,0,0,9.432462,-1.0608228
2047,2549744,6600.0,12,69,0,0,90.0,0,0,22232,24348,102705,149487,2247188,483,0,0,13.223368,2.41505
2048,1092179,11250.0,7,49,2,6,62.0,1,1,101,540,511,461,2251,811559,210775,0,9.71213,6.827492
2049,18243,6503.0,6,0,0,1,51.0,2,0,1017,2667,5168,3367,1100,215,0,0,6.3888855,-0.55606186
2050,4089209,7818.0,7,101,0,7,71.0,0,0,37217,3496653,66223,77992,89503,305545,0,0,9.741027,-6.004793
2051,47436,10759.0,11,0,0,1,13.0,2,0,898,1770,3065,1848,6001,1019,2771,0,4.0065064,0.14788915
2052,278275,5286.0,11,0,0,1,4.0,2,0,1173,2936,575,290,0,0,0,0,0.4685533,-0.8751201
2053,168636,8690.0,7,190,2,3,4.0,2,1,3953,9969,17710,11141,54768,12994,1669,0,10.964646,2.1572528
2054,482680,12186.0,18,194,2,11,139.0,2,1,27355,59301,35712,6305,37793,190594,115645,0,7.549247,4.822069
2055,53766,12309.0,11,0,0,1,1.0,2,0,981,2902,11385,6764,6933,7835,9517,0,6.2311454,1.9134095
2056,62697,3360.0,7,0,0,0,0.0,2,0,2264,2093,2721,0,0,0,0,0,1.9821172,-1.0595849
2057,1031526,11152.0,9,218,2,27,22.0,2,2,23624,25234,48757,23168,50531,367452,387340,0,6.7092977,5.6948185
2058,3944632,12328.0,19,118,4,9,159.0,2,4,48424,56162,106338,53720,165039,713671,2384423,0,4.415102,6.22761
2059,0,0.0,1,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,16.375343,16.454802
2060,0,0.0,1,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,16.285872,16.251492
2061,74632,3568.0,5,0,0,0,39.0,2,0,10406,21744,40075,268,0,0,0,0,9.134656,-2.817466
2062,48094,10782.0,14,21,0,3,1.0,0,0,1702,725,6058,3445,17770,9708,4003,0,10.502629,2.5123358
2063,5587,1078.0,2,0,0,0,0.0,2,0,780,675,0,0,0,0,0,0,3.9047656,-2.2436934
2064,23287,11531.0,10,0,0,1,8.0,0,0,455,4248,5490,3036,697,2068,2976,0,4.854371,0.8885665
2065,330922,8833.0,6,53,2,3,14.0,2,1,26820,35832,50212,34324,38902,25382,93132,0,6.1245117,3.5481305
2066,4411,2450.0,3,0,0,0,0.0,2,0,534,1041,0,0,0,0,0,0,4.3724384,-0.2786015
2067,109212,7162.0,6,0,0,1,0.0,2,0,83231,7402,3787,3293,2520,1108,0,0,3.05064,-7.0357957
2068,73140,4888.0,4,0,0,0,5.0,2,0,156,1661,200,125,0,0,0,0,1.8845868,-1.0678245
2069,470614,10114.0,8,0,0,1,1.0,2,0,5264,4854,13580,9926,7131,2575,11771,0,0.9956332,-0.03400994
2070,346614,7989.60009765625,6,19,2,8,0.0,2,1,6558,5656,47701,29609,103432,144297,1236,0,10.447335,3.9777224
2071,359967,9430.400390625,8,0,0,0,1.0,2,0,68076,907,70,243,0,0,290610,0,2.735679,6.193378
2072,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,12.399154,0.5478363
2073,0,0.0,6,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,17.583435,-2.3023026
2074,9686,3136.0,2,0,0,0,0.0,1,0,1517,2238,603,0,0,0,0,0,5.1081047,-2.1130624
2075,75618,6762.0,6,4,0,1,13.0,2,0,7164,25013,19888,9107,7930,213,0,0,8.067415,-1.8520463
2076,12164664,2367.0,3,0,0,0,0.0,2,0,437,1200,422,0,0,0,0,0,-0.8958043,0.42790633
2077,313603,8301.0,6,12,0,7,46.0,2,0,1363,6456,10617,6908,3365,11055,31178,0,1.5712496,0.85410565
2078,1477194,11655.0,11,26,0,7,5.0,2,0,1068373,9875,11136,4867,10186,58870,7136,0,2.8009202,-6.722238
2079,58555,13136.6669921875,10,0,2,1,5.0,2,1,433,3371,4003,5647,2383,9120,8851,0,5.445849,2.0197015
