,timeOnPage,userAgent,maxDepth,step,demoNumOn,beatNumThreeFour,beatNumSixEight,beatNumDefault,beatHoverThree,beatHoverSix,emphasizeThreeFour,emphasizeSixEight,threeFourOn,sixEightOn,playLinear,altThree,altSix,exampleSix,exampleThree,altSix.1,timeSect0,timeSect1,timeSect2,timeSect3,timeSect4,timeSect5,x,y
4053,874735,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3629.0,18,0,275,145,0,18,14,44,34,44,34,0,1,1,2,4,1,40228,114393,127401,71689,4684,433,-2.610719919204712,2.6761908531188965
4054,93815,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,3214.166748046875,7,0,149,46,0,0,0,18,16,18,16,0,0,0,8,6,0,151,1701,6756,23771,600,0,-4.5910162925720215,2.305856466293335
4055,16142,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",2095.0,2,0,0,0,3,0,2,0,2,0,2,0,0,0,0,0,0,2736,500,551,16,0,0,-1.0146232843399048,6.144949913024902
4056,7324,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",3288.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3404,309,1529,200,728,0,1.5744205713272095,4.889036178588867
4057,204718,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",2600.0,3,0,142,179,0,0,0,20,16,20,16,0,0,0,4,6,0,299,38455,41162,6817,0,0,-2.0814192295074463,2.085813522338867
4058,11957,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3102.0,4,0,13,0,0,0,0,1,2,1,2,0,0,0,2,0,0,9444,1458,614,377,21,0,3.614419937133789,5.283636569976807
4059,158200,Mozilla/5.0 (X11; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0,3913.60009765625,9,0,141,109,20,6,4,10,14,10,14,0,1,0,6,2,0,7200,26900,9500,9200,66900,14000,-4.81426477432251,1.743418574333191
4060,60487,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.57 Safari/537.36",2409.0,7,0,177,99,1,0,2,16,20,16,20,0,0,0,8,4,0,3435,40707,2906,125,0,0,3.9477956295013428,0.7067020535469055
4061,179446,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36",3271.0,5,0,187,92,18,2,2,20,10,20,10,0,0,0,2,2,0,1500,59666,33936,22677,155,0,-0.5423635840415955,0.20158307254314423
4062,105448,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",2695.0,13,0,180,144,30,2,6,23,24,23,24,0,0,1,4,2,1,659,25810,26698,4584,0,0,-1.7933529615402222,1.3362255096435547
4063,389438,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:61.0) Gecko/20100101 Firefox/61.0,3152.0,5,0,204,95,24,4,6,18,14,18,14,0,1,1,2,2,1,37671,51357,43122,40954,3233,0,-2.5927627086639404,2.889110803604126
4064,248913345,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3604.800048828125,15,0,149,41,21,12,0,43,20,43,20,0,2,0,0,0,0,22185,1828704,247043078,1082,1003,1350,-8.295622825622559,-0.7286115288734436
4065,10830,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",2983.0,4,0,3,1,4,0,2,1,2,1,2,0,0,0,0,0,0,3432,2565,2466,1082,17,0,1.1050106287002563,4.028363227844238
4066,27398,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,3186.0,6,0,4,1,1,4,2,4,2,4,2,0,2,0,0,0,0,15214,1900,8107,517,300,0,2.1759164333343506,3.6048285961151123
4067,144307,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",3361.0,7,0,100,53,15,12,2,24,12,24,12,0,1,0,2,2,0,31987,60246,31486,16042,1304,0,1.2519277334213257,0.8257743716239929
4068,13673,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0,3655.0,10,0,5,0,0,0,0,2,0,2,0,0,0,0,0,0,0,149,468,578,134,599,1933,-1.1270275115966797,5.586024284362793
4069,38426,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:61.0) Gecko/20100101 Firefox/61.0,3486.0,3,0,10,12,0,1,2,3,4,3,4,0,0,0,2,2,0,1552,14319,7658,8130,1157,2950,-0.30287718772888184,-0.5013027787208557
4070,18783,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3000.0,4,0,24,8,0,0,0,6,6,6,6,0,0,0,0,0,0,134,5103,6940,216,518,0,-2.4094440937042236,0.9459810853004456
4071,37543,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",460.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,383,0,0,0,0,-4.661089897155762,7.63127326965332
4072,103720,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",2906.0,4,0,170,75,0,0,0,8,6,8,6,0,0,0,2,2,0,436,43526,11172,19857,183,0,0.8238663077354431,0.0295136459171772
4073,45332,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",3222.0,5,0,66,16,0,0,0,2,2,2,2,0,0,0,2,2,0,1423,3592,3730,32505,300,0,-0.7225900292396545,-7.255661487579346
4074,69386,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,3003.0,5,0,38,12,0,0,0,4,2,4,2,0,0,0,0,0,0,700,1452,1801,1501,134,0,-3.747119188308716,6.186635494232178
4075,21853,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3385.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3062,7913,3502,5053,695,0,0.7069815993309021,-0.46128174662590027
4076,248159,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/68.0.3440.106 Chrome/68.0.3440.106 Safari/537.36",3533.125,21,0,152,42,5,4,2,12,10,12,10,0,1,0,4,2,0,5748,21218,14434,27367,5302,1815,-3.5351457595825195,3.4815714359283447
4077,264134,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3189.0,9,0,116,156,16,6,4,24,14,24,14,0,0,2,2,6,2,768,65661,69141,38122,118,0,-1.9515399932861328,-0.3227936923503876
4078,22398,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3562.0,10,0,8,3,0,0,0,2,2,2,2,0,0,0,0,0,0,10161,360,1986,1065,656,7250,2.072524309158325,5.673991680145264
4079,205368,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3386.0,6,0,202,102,26,0,0,10,14,10,14,0,0,0,2,2,0,4317,54134,63552,53773,1601,0,-2.114248037338257,-1.4238896369934082
4080,3100,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",1198.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164,501,45,0,0,0,1.5258097648620605,4.650913715362549
4081,37828,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3055.0,5,0,22,43,1,0,0,5,8,5,8,0,0,0,2,0,0,14456,466,1505,12105,166,0,3.026459217071533,-3.1644740104675293
4082,9865,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",2076.0,2,0,0,4,0,0,4,0,4,0,4,0,0,2,0,0,2,1399,1534,634,4795,0,0,0.11467219889163971,-4.972311019897461
4083,4153805,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:61.0) Gecko/20100101 Firefox/61.0,2212.0,6,0,0,6,0,0,6,0,6,0,6,0,0,0,0,0,0,1885,16776,15325,4107217,0,0,-0.4894946813583374,-9.137551307678223
4084,445525,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0 SeaMonkey/2.49.2,1973.0,3,0,36,19,0,0,2,4,4,4,4,0,0,0,0,0,0,932,8083,18234,0,0,0,-4.672643184661865,5.3938984870910645
4085,62204,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36",3251.0,4,0,19,38,0,2,2,8,16,8,16,0,0,0,8,6,0,487,1792,9764,28756,19475,0,-1.2921379804611206,-4.623873710632324
4086,202329,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3730.0,12,0,207,190,0,4,2,14,12,14,12,0,2,1,2,2,1,36426,52142,61785,39138,5039,3142,-0.39860624074935913,-0.3014584481716156
4087,2179922,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",401.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,-7.246048927307129,7.51587438583374
4088,187040,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3701.0,10,0,122,72,11,2,2,10,7,10,7,0,0,0,2,2,0,12013,60630,24815,59024,5016,5284,0.017869437113404274,-1.7759473323822021
4089,22949,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3382.0,5,0,9,33,0,0,0,2,1,2,1,0,0,0,0,0,0,787,2123,2877,1870,735,0,-2.142507791519165,4.038245677947998
4090,187427,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3431.0,14,0,111,43,39,4,2,22,14,22,14,0,0,0,4,2,0,21246,82890,22947,23948,7028,12500,1.378709077835083,0.8817157745361328
4091,2067561,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,3156.0,9,0,207,69,0,8,6,26,20,26,20,0,2,0,4,4,0,1919526,8708,38481,38199,243,0,-6.721725940704346,4.499995708465576
4092,18988,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,2052.0,4,0,133,65,0,0,2,36,34,36,34,0,0,0,0,0,0,6633,4970,1743,384,0,0,1.9446229934692383,3.4112274646759033
4093,121100,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0,3294.75,6,0,190,78,8,2,4,16,22,16,22,0,0,0,6,4,0,2900,33300,40200,41200,1400,0,-2.1613032817840576,-1.9206933975219727
4094,178823,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3303.0,8,0,183,80,0,0,0,10,4,10,4,0,0,0,2,6,0,47801,4544,2265,60061,4769,0,2.350839376449585,-3.828601598739624
4095,368500,undefined,3496.0,9,0,310,131,23,6,6,20,18,20,18,0,1,1,4,4,1,300,47700,69000,69500,11100,73400,-2.0628223419189453,-2.225919485092163
4096,249975,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:61.0) Gecko/20100101 Firefox/61.0,3317.0,5,0,285,105,0,6,0,18,12,18,12,0,1,0,2,6,0,73234,31187,92911,48690,3900,0,0.5189800262451172,-1.1152122020721436
4097,159861,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3040.0,6,0,3,106,6,0,2,4,2,4,2,0,0,0,0,0,0,4647,27427,93158,4070,134,0,-5.2513322830200195,-0.1508752554655075
4098,79543,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3272.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5546,9049,47905,1149,884,0,-5.432020664215088,-0.278102308511734
4099,61698,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",3300.0,5,0,58,34,8,2,2,11,6,11,6,0,0,0,2,6,0,77,5270,19385,22235,595,0,-3.391629934310913,-3.8979339599609375
4100,72148,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,2176.0,3,0,45,29,11,4,2,8,4,8,4,0,0,0,0,0,0,34750,10061,24474,83,0,0,1.631380558013916,2.9134938716888428
4101,690734,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3416.0,12,0,200,101,0,0,0,8,6,8,6,0,0,0,2,2,0,24433,40850,16697,49251,6270,0,-3.96718430519104,4.281025409698486
4102,61059,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:61.0) Gecko/20100101 Firefox/61.0,1462.0,6,0,32,24,0,2,0,14,12,14,12,0,0,0,0,0,0,54709,2884,3034,0,0,0,3.7557270526885986,7.132455348968506
4103,68458,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3274.0,5,0,84,60,9,4,2,15,12,15,12,0,0,0,2,2,0,167,23504,9873,16282,101,0,-0.11675731092691422,-0.7414026856422424
4104,163014,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,3658.0,5,0,290,41,2,14,16,20,20,20,20,0,1,1,4,4,1,0,1584,87291,67864,1072,666,-4.9614458084106445,-3.2896578311920166
4105,152400,Mozilla/5.0 (X11; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0,3691.0,5,0,19,13,7,2,0,12,4,12,4,0,0,0,0,0,0,200,4100,36300,600,200,300,-3.8073112964630127,1.868869662284851
4106,1106252,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",2491.0,3,0,103,103,1,6,6,10,10,10,10,0,1,1,2,2,1,36928,22848,35637,31921,0,0,-4.480978012084961,5.376745223999023
4107,308858,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3697.0,12,0,446,190,44,8,2,39,40,39,40,0,3,1,8,8,1,24152,44665,59842,119753,7671,8553,-0.9078725576400757,-4.372836112976074
4108,3852,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",1390.0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,152,133,31,0,0,0,-0.4017188847064972,5.510731220245361
4109,174591,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:61.0) Gecko/20100101 Firefox/61.0,2104.0,3,0,1,1,2,0,2,2,2,2,2,0,0,0,0,0,0,1132,2783,31751,48,0,0,-3.8522346019744873,2.407986640930176
4110,5275808,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0,3727.5,20,0,43,41,8,4,4,10,14,10,14,0,1,1,4,2,1,16646,49975,82161,24517,3815,5095956,0.9680072069168091,10.07714557647705
4111,68497,"Mozilla/5.0 (iPad; CPU OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",3433.0,13,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,22694,11378,7567,1580,14400,69,0.22544044256210327,2.70220685005188
4112,343094,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3701.0,8,0,2,5,0,0,4,4,4,4,4,0,0,1,0,0,1,8857,4901,16983,4280,1049,174,-4.4037933349609375,5.307949542999268
4113,60396,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:47.0) Gecko/20100101 Firefox/47.0,2271.0,4,0,23,45,0,0,0,4,6,4,6,0,0,0,0,0,0,58,3259,32015,32,0,0,-5.1676836013793945,-0.13693931698799133
4114,106951,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3281.0,5,0,126,51,27,0,0,6,6,6,6,0,0,0,4,2,0,798,20424,13085,47477,865,0,-0.8501909971237183,-4.687082767486572
4115,2724,"Mozilla/5.0 (iPad; CPU OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77",48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,2.12349271774292,5.646245956420898
4116,3539454,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,2812.0,8,0,153,89,0,0,0,8,8,8,8,0,0,0,6,2,0,1280501,8765,13726,286737,0,0,1.229831576347351,5.548022270202637
4117,261915,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",2173.0,5,0,9,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3302,1412,2486,34,0,0,-4.954096794128418,7.174923419952393
4118,34116,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",800.0,1,0,36,30,4,0,0,3,4,3,4,0,0,0,0,0,0,98,979,0,0,0,0,-3.997070789337158,6.328373432159424
4119,197483,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,2955.199951171875,7,0,206,126,31,10,6,15,18,15,18,0,1,1,2,2,1,1331,22320,73060,24320,449,0,-3.955739736557007,-0.5783169269561768
4120,204522,Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0,3777.0,6,0,174,186,15,10,4,18,22,18,22,0,1,0,2,2,0,28613,56753,40863,69859,2699,3658,0.1435685008764267,-2.3938357830047607
4121,6108,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3436.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1718,932,1269,1016,283,867,0.9205636382102966,5.460118293762207
4122,64259,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3166.800048828125,5,0,72,40,9,2,0,7,4,7,4,0,0,0,2,2,0,2284,19743,6380,24964,492,0,-0.233094722032547,-3.179777145385742
4123,294774,Mozilla/5.0 (X11; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0,3850.833251953125,11,0,360,130,0,10,0,34,18,34,18,0,1,0,4,6,0,82962,31937,68677,21689,81953,5587,-0.9897440075874329,2.510403633117676
4124,35967,"Mozilla/5.0 (X11; CrOS aarch64 10895.33.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.58 Safari/537.36",3784.0,7,0,3,41,0,0,0,4,2,4,2,0,0,0,0,0,0,2166,12346,1666,3750,582,701,0.352543443441391,2.7477097511291504
4125,136119,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,2989.0,5,0,115,84,0,2,4,8,8,8,8,0,2,2,2,2,2,45918,2434,12744,37931,995,0,2.8760905265808105,-2.8461973667144775
4126,29553,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",3696.0,6,0,8,16,5,0,0,4,6,4,6,0,0,0,0,0,0,15064,3338,897,4565,769,1167,2.7557084560394287,4.68574333190918
4127,131942,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.183 Safari/537.36 Vivaldi/1.96.1147.64",3332.0,5,0,207,51,5,2,0,14,12,14,12,0,0,0,4,6,0,1209,47891,10902,36939,896,0,0.32940036058425903,-0.9374762773513794
4128,20969,Mozilla/5.0 (X11; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0,1872.0,2,0,26,12,7,14,0,18,5,18,5,0,0,0,0,0,0,1449,4684,4301,0,0,0,-1.3808649778366089,2.168220281600952
4129,2429342,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",3542.0,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1320483,2634,752,1285,48,0,2.724170684814453,5.807990074157715
4130,722524,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/68.0.3440.106 Chrome/68.0.3440.106 Safari/537.36",3210.0,6,0,43,0,0,0,0,5,0,5,0,0,0,0,0,0,0,4249,450,801,632,167,0,-5.577319145202637,7.8563737869262695
4131,157581,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3645.0,12,0,139,69,10,4,4,14,10,14,10,0,1,1,2,2,1,21621,45609,35742,48634,3167,1268,0.0559222586452961,-1.7960337400436401
4132,52230,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",3442.0,8,0,14,7,0,0,0,6,2,6,2,0,0,0,0,0,0,7301,923,66,67,34,0,-1.1938718557357788,6.636245250701904
4133,17532,Mozilla/5.0 (X11; Linux x86_64; rv:59.0) Gecko/20100101 Firefox/59.0,3059.0,5,0,12,9,0,0,0,2,2,2,2,0,0,0,0,0,0,250,1718,2484,430,84,0,-1.8035823106765747,4.225705146789551
4134,268299,Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0,3558.5,8,0,234,144,16,4,4,18,16,18,16,0,0,0,2,6,0,1415,62117,88043,74032,2930,133,-2.560270309448242,-1.793520212173462
4135,232916010,"Mozilla/5.0 (X11; CrOS x86_64 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",3666.0,13,0,114,54,13,4,4,10,8,10,8,0,1,1,0,0,1,14296,14169,54806,3533,4281,231133486,1.1464524269104004,10.22126579284668
4136,151840,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",3328.0,5,0,173,90,10,2,2,11,10,11,10,0,0,0,2,4,0,20861,40890,32200,45924,10139,0,0.07912063598632812,-2.0930027961730957
4137,91776,"Mozilla/5.0 (iPad; CPU OS 11_2_1 like Mac OS X) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0 Mobile/15C153 Safari/604.1",3498.0,14,0,0,0,0,0,0,4,1,4,1,0,0,0,1,2,0,34233,2470,2920,27592,1727,21895,2.558321952819824,-2.7989814281463623
4138,79218,"Mozilla/5.0 (iPad; CPU OS 11_2_1 like Mac OS X) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0 Mobile/15C153 Safari/604.1",835.0,12,0,0,0,0,0,0,7,6,7,6,0,0,0,0,0,0,66194,6078,0,0,0,0,4.326148986816406,6.638076305389404
4139,169925,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",2125.0,8,0,69,71,0,0,0,8,6,8,6,0,0,0,0,0,0,4691,45426,9776,4033,0,0,-0.4706721007823944,3.14959454536438
4140,14366,"Mozilla/5.0 (iPad; CPU OS 11_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/12.2b11231 Mobile/15E302 Safari/605.1.15",3144.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6108,1536,2683,1523,596,0,1.6775540113449097,4.157233238220215
4141,254575,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",3632.0,9,0,166,85,26,4,8,14,18,14,18,0,1,1,6,2,1,1463,75655,50973,66713,24632,1407,-0.8126202821731567,-1.4937124252319336
4142,30741,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3717.0,12,0,6,7,0,0,2,6,4,6,4,0,0,0,2,0,0,3916,4637,5144,6491,5462,1399,-2.2006750106811523,-1.3608957529067993
4143,111112,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3602.0,7,0,184,106,0,6,4,34,34,34,34,0,1,0,5,2,0,251,14595,22468,38912,3969,8309,-2.338867425918579,-3.474501132965088
4144,169403,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3666.0,6,0,137,98,11,4,6,14,16,14,16,0,2,1,2,2,1,985,7855,59184,24586,1351,133,-4.082062244415283,-0.6239610314369202
